,id,title
1816,346,Seven Samurai
1817,12477,Grave of the Fireflies
1818,637,Life Is Beautiful
1819,11216,Cinema Paradiso
1820,278,The Shawshank Redemption
1821,238,The Godfather
1822,240,The Godfather Part II
1823,424,Schindler's List
1824,389,12 Angry Men
1825,19404,Dilwale Dulhania Le Jayenge
1826,129,Spirited Away
1827,155,The Dark Knight
1828,496243,Parasite
1829,497,The Green Mile
1830,372058,Your Name.
1831,680,Pulp Fiction
1832,122,The Lord of the Rings: The Return of the King
1833,13,Forrest Gump
1834,429,"The Good, the Bad and the Ugly"
1835,769,GoodFellas
1836,346,Seven Samurai
1837,12477,Grave of the Fireflies
1838,637,Life Is Beautiful
1839,11216,Cinema Paradiso
1840,278,The Shawshank Redemption
1841,238,The Godfather
1842,240,The Godfather Part II
1843,424,Schindler's List
1844,389,12 Angry Men
1845,19404,Dilwale Dulhania Le Jayenge
1846,129,Spirited Away
1847,155,The Dark Knight
1848,496243,Parasite
1849,497,The Green Mile
1850,372058,Your Name.
1851,680,Pulp Fiction
1852,122,The Lord of the Rings: The Return of the King
1853,13,Forrest Gump
1854,429,"The Good, the Bad and the Ugly"
1855,769,GoodFellas
1856,346,Seven Samurai
1857,12477,Grave of the Fireflies
1858,637,Life Is Beautiful
1859,11216,Cinema Paradiso
1860,278,The Shawshank Redemption
1861,238,The Godfather
1862,240,The Godfather Part II
1863,424,Schindler's List
1864,389,12 Angry Men
1865,19404,Dilwale Dulhania Le Jayenge
1866,129,Spirited Away
1867,155,The Dark Knight
1868,496243,Parasite
1869,497,The Green Mile
1870,372058,Your Name.
1871,680,Pulp Fiction
1872,122,The Lord of the Rings: The Return of the King
1873,13,Forrest Gump
1874,429,"The Good, the Bad and the Ugly"
1875,769,GoodFellas
1876,346,Seven Samurai
1877,12477,Grave of the Fireflies
1878,637,Life Is Beautiful
1879,11216,Cinema Paradiso
1880,278,The Shawshank Redemption
1881,238,The Godfather
1882,240,The Godfather Part II
1883,424,Schindler's List
1884,389,12 Angry Men
1885,19404,Dilwale Dulhania Le Jayenge
1886,129,Spirited Away
1887,155,The Dark Knight
1888,496243,Parasite
1889,497,The Green Mile
1890,372058,Your Name.
1891,680,Pulp Fiction
1892,122,The Lord of the Rings: The Return of the King
1893,13,Forrest Gump
1894,429,"The Good, the Bad and the Ugly"
1895,769,GoodFellas
1896,346,Seven Samurai
1897,12477,Grave of the Fireflies
1898,637,Life Is Beautiful
1899,11216,Cinema Paradiso
1900,278,The Shawshank Redemption
1901,238,The Godfather
1902,240,The Godfather Part II
1903,424,Schindler's List
1904,389,12 Angry Men
1905,19404,Dilwale Dulhania Le Jayenge
1906,129,Spirited Away
1907,155,The Dark Knight
1908,496243,Parasite
1909,497,The Green Mile
1910,372058,Your Name.
1911,680,Pulp Fiction
1912,122,The Lord of the Rings: The Return of the King
1913,13,Forrest Gump
1914,429,"The Good, the Bad and the Ugly"
1915,769,GoodFellas
1916,346,Seven Samurai
1917,12477,Grave of the Fireflies
1918,637,Life Is Beautiful
1919,11216,Cinema Paradiso
1920,278,The Shawshank Redemption
1921,238,The Godfather
1922,240,The Godfather Part II
1923,424,Schindler's List
1924,389,12 Angry Men
1925,19404,Dilwale Dulhania Le Jayenge
1926,129,Spirited Away
1927,155,The Dark Knight
1928,496243,Parasite
1929,497,The Green Mile
1930,372058,Your Name.
1931,680,Pulp Fiction
1932,122,The Lord of the Rings: The Return of the King
1933,13,Forrest Gump
1934,429,"The Good, the Bad and the Ugly"
1935,769,GoodFellas
1936,346,Seven Samurai
1937,12477,Grave of the Fireflies
1938,637,Life Is Beautiful
1939,11216,Cinema Paradiso
1940,278,The Shawshank Redemption
1941,238,The Godfather
1942,240,The Godfather Part II
1943,424,Schindler's List
1944,389,12 Angry Men
1945,19404,Dilwale Dulhania Le Jayenge
1946,129,Spirited Away
1947,155,The Dark Knight
1948,496243,Parasite
1949,497,The Green Mile
1950,372058,Your Name.
1951,680,Pulp Fiction
1952,122,The Lord of the Rings: The Return of the King
1953,13,Forrest Gump
1954,429,"The Good, the Bad and the Ugly"
1955,769,GoodFellas
1956,346,Seven Samurai
1957,12477,Grave of the Fireflies
1958,637,Life Is Beautiful
1959,11216,Cinema Paradiso
1960,278,The Shawshank Redemption
1961,238,The Godfather
1962,240,The Godfather Part II
1963,424,Schindler's List
1964,389,12 Angry Men
1965,19404,Dilwale Dulhania Le Jayenge
1966,129,Spirited Away
1967,155,The Dark Knight
1968,496243,Parasite
1969,497,The Green Mile
1970,372058,Your Name.
1971,680,Pulp Fiction
1972,122,The Lord of the Rings: The Return of the King
1973,13,Forrest Gump
1974,429,"The Good, the Bad and the Ugly"
1975,769,GoodFellas
1976,346,Seven Samurai
1977,12477,Grave of the Fireflies
1978,637,Life Is Beautiful
1979,11216,Cinema Paradiso
